Date,AC,ACEN,ACENB,AEV,AGI,ALCPF,ALI,AP,AREIT,BDO,BPI,CBC,CLIA2,CNPF,CPGPB,CREIT,DDMPR,DMC,EMI,FGEN,FILRT,GLO,GTCAP,ICT,JFC,JGS,MBT,MEG,MER,MONDE,MPI,MREIT,NIKL,PGOLD,PRF4E,PX,RCR,RLC,RRHI,SCC,SECB,SM,SMC,SMC2M,SMC2O,SMPH,TEL,UBP,URC,VLL2B,VREIT,WLCON
2/16/2024, ₱709.00 , ₱4.24 ," ₱1,080.00 ", ₱46.00 , ₱11.44 , ₱505.00 , ₱34.25 , ₱37.30 , ₱34.10 , ₱152.89 , ₱115.00 , ₱34.62 ," ₱1,025.00 ", ₱35.65 ,, ₱2.69 , ₱1.20 , ₱10.38 , ₱20.55 , ₱19.34 , ₱3.18 ," ₱1,781.00 ", ₱692.21 , ₱280.00 , ₱259.00 , ₱39.65 , ₱57.44 , ₱1.97 , ₱369.00 , ₱10.82 ,0, ₱13.54 , ₱4.57 , ₱28.00 ,, ₱3.06 , ₱5.58 , ₱16.40 , ₱37.00 , ₱29.46 , ₱73.20 , ₱902.92 , ₱108.00 ,, ₱79.00 , ₱34.00 ," ₱1,300.00 ", ₱44.90 , ₱118.00 , ₱102.80 , ₱1.73 , ₱22.17 
2/19/2024, ₱703.50 , ₱4.20 ," ₱1,089.00 ", ₱45.30 , ₱10.86 , ₱508.00 , ₱33.95 , ₱36.95 , ₱33.90 , ₱151.70 , ₱116.70 , ₱34.22 ," ₱1,023.00 ", ₱36.00 , ₱100.90 , ₱2.69 , ₱1.21 , ₱10.10 , ₱19.70 , ₱19.26 , ₱3.21 ," ₱1,760.00 ", ₱687.23 , ₱276.00 , ₱259.00 , ₱39.05 , ₱57.10 , ₱1.96 , ₱364.00 , ₱10.48 ,0, ₱13.52 , ₱4.57 , ₱28.00 ," ₱1,020.00 ", ₱3.00 , ₱5.47 , ₱16.28 , ₱36.50 , ₱28.92 , ₱71.45 , ₱897.93 , ₱107.00 ,, ₱79.00 , ₱33.05 ," ₱1,270.00 ", ₱44.90 , ₱114.50 , ₱102.80 , ₱1.72 , ₱22.03 
2/20/2024, ₱710.00 , ₱4.22 ," ₱1,089.00 ", ₱45.55 , ₱10.80 , ₱505.00 , ₱34.90 , ₱37.10 , ₱34.00 , ₱153.59 , ₱117.80 , ₱34.37 ," ₱1,020.00 ", ₱35.40 , ₱100.90 , ₱2.70 , ₱1.22 , ₱10.12 , ₱19.22 , ₱19.40 , ₱3.26 ," ₱1,743.00 ", ₱685.24 , ₱290.00 , ₱259.00 , ₱39.60 , ₱57.30 , ₱1.94 , ₱368.00 , ₱10.16 ,0, ₱13.36 , ₱4.56 , ₱28.00 ," ₱1,020.00 ", ₱3.02 , ₱5.48 , ₱16.50 , ₱36.50 , ₱28.69 , ₱70.45 , ₱905.91 , ₱107.00 ,, ₱79.00 , ₱32.90 ," ₱1,281.00 ", ₱45.20 , ₱112.30 , ₱102.70 , ₱1.72 , ₱22.22 
2/21/2024, ₱714.50 , ₱4.30 ," ₱1,090.00 ", ₱46.30 , ₱10.80 , ₱506.00 , ₱35.55 , ₱37.30 , ₱34.70 , ₱155.57 , ₱120.00 , ₱34.27 ," ₱1,025.00 ", ₱35.05 , ₱100.90 , ₱2.70 , ₱1.20 , ₱9.98 , ₱19.22 , ₱19.80 , ₱3.28 ," ₱1,755.00 ", ₱687.23 , ₱280.00 , ₱261.00 , ₱39.55 , ₱57.10 , ₱1.95 , ₱369.00 , ₱10.14 ,0, ₱13.46 , ₱4.52 , ₱28.00 ,, ₱3.04 , ₱5.48 , ₱16.30 , ₱36.95 , ₱28.87 , ₱70.45 , ₱913.89 , ₱106.30 ,, ₱79.50 , ₱33.80 ," ₱1,288.00 ", ₱44.80 , ₱114.00 , ₱100.00 , ₱1.74 , ₱22.08 
2/22/2024, ₱721.00 , ₱4.28 ," ₱1,076.00 ", ₱47.35 , ₱10.88 , ₱506.00 , ₱36.35 , ₱37.50 , ₱35.00 , ₱153.59 , ₱119.00 , ₱34.22 ," ₱1,020.00 ", ₱34.90 , ₱100.90 , ₱2.69 , ₱1.19 , ₱10.13 , ₱19.62 , ₱19.84 , ₱3.22 ," ₱1,763.00 ", ₱715.12 , ₱276.20 , ₱258.20 , ₱39.60 , ₱58.42 , ₱1.96 , ₱365.00 , ₱10.34 ,0, ₱13.32 , ₱4.54 , ₱27.90 ," ₱1,020.00 ", ₱3.04 , ₱5.44 , ₱16.18 , ₱37.00 , ₱28.96 , ₱71.20 , ₱913.39 , ₱106.00 ,, ₱78.50 , ₱33.50 ," ₱1,298.00 ", ₱44.80 , ₱113.00 , ₱100.20 , ₱1.71 , ₱21.74 
2/23/2024, ₱710.00 , ₱4.21 ," ₱1,075.00 ", ₱48.20 , ₱10.78 , ₱506.00 , ₱37.20 , ₱37.55 , ₱35.10 , ₱152.20 , ₱120.00 , ₱34.22 ," ₱1,020.00 ", ₱34.70 ,, ₱2.69 , ₱1.19 , ₱10.17 , ₱19.64 , ₱19.92 , ₱3.23 ," ₱1,740.00 ", ₱727.07 , ₱279.00 , ₱264.20 , ₱39.60 , ₱59.54 , ₱1.95 , ₱369.00 , ₱10.24 ,0, ₱13.28 , ₱4.52 , ₱27.95 ," ₱1,020.00 ", ₱2.99 , ₱5.38 , ₱16.46 , ₱37.50 , ₱29.51 , ₱71.40 , ₱905.91 , ₱106.30 ,, ₱78.50 , ₱33.20 ," ₱1,290.00 ", ₱45.00 , ₱114.00 , ₱101.00 , ₱1.71 , ₱21.74 
2/26/2024, ₱707.00 , ₱4.20 ," ₱1,080.00 ", ₱49.05 , ₱10.60 , ₱506.00 , ₱35.60 , ₱37.75 , ₱35.10 , ₱148.14 , ₱121.10 , ₱33.73 ," ₱1,020.00 ", ₱35.45 , ₱100.90 , ₱2.70 , ₱1.19 , ₱10.17 , ₱19.64 , ₱19.92 , ₱3.23 ," ₱1,734.00 ", ₱721.10 , ₱278.00 , ₱267.00 , ₱39.80 , ₱60.17 , ₱1.95 , ₱373.00 , ₱10.48 ,0, ₱13.26 , ₱4.59 , ₱27.95 ," ₱1,010.00 ", ₱3.00 , ₱5.47 , ₱16.50 , ₱37.70 , ₱29.28 , ₱71.00 , ₱914.39 , ₱104.00 ,, ₱79.00 , ₱32.80 ," ₱1,294.00 ", ₱44.95 , ₱113.20 , ₱101.00 , ₱1.71 , ₱21.64 
2/27/2024, ₱692.00 , ₱4.20 ," ₱1,075.00 ", ₱49.20 , ₱10.44 , ₱505.00 , ₱35.10 , ₱37.15 , ₱35.10 , ₱142.49 , ₱121.90 , ₱33.98 ," ₱1,021.00 ", ₱34.55 , ₱100.90 , ₱2.68 , ₱1.20 , ₱10.17 , ₱19.72 , ₱19.42 , ₱3.09 ," ₱1,730.00 ", ₱702.17 , ₱288.00 , ₱271.80 , ₱39.60 , ₱60.27 , ₱1.93 , ₱369.40 , ₱10.40 ,0, ₱13.20 , ₱4.42 , ₱27.95 ," ₱1,026.00 ", ₱2.97 , ₱5.30 , ₱16.50 , ₱36.50 , ₱29.60 , ₱71.00 , ₱918.88 , ₱101.20 ,, ₱78.50 , ₱32.30 ," ₱1,287.00 ", ₱45.55 , ₱113.60 , ₱102.80 , ₱1.71 , ₱21.59 
2/28/2024, ₱688.00 , ₱4.18 ," ₱1,087.00 ", ₱50.35 , ₱10.50 , ₱505.00 , ₱35.10 , ₱37.30 , ₱34.90 , ₱146.65 , ₱121.20 , ₱34.08 ," ₱1,030.00 ", ₱33.60 , ₱100.90 , ₱2.70 , ₱1.20 , ₱10.40 , ₱19.52 , ₱19.42 , ₱3.13 ," ₱1,726.00 ", ₱717.11 , ₱285.00 , ₱272.00 , ₱39.70 , ₱61.24 , ₱1.95 , ₱372.00 , ₱10.20 ,0, ₱13.18 , ₱4.42 , ₱28.00 ," ₱1,020.00 ", ₱2.96 , ₱5.23 , ₱16.36 , ₱37.10 , ₱29.69 , ₱73.05 , ₱910.90 , ₱103.20 ,, ₱79.35 , ₱32.50 ," ₱1,297.00 ", ₱45.20 , ₱113.50 , ₱102.80 , ₱1.70 , ₱21.64 
2/29/2024, ₱678.00 , ₱4.16 ," ₱1,072.00 ", ₱53.00 , ₱10.32 , ₱505.00 , ₱35.00 , ₱37.00 , ₱34.90 , ₱151.60 , ₱125.10 , ₱34.08 ," ₱1,022.00 ", ₱33.50 ,, ₱2.72 , ₱1.19 , ₱10.27 , ₱19.54 , ₱19.22 , ₱3.12 ," ₱1,720.00 ", ₱700.18 , ₱289.00 , ₱273.80 , ₱41.00 , ₱60.31 , ₱1.93 , ₱390.00 , ₱10.00 ,0, ₱13.10 , ₱4.46 , ₱27.50 ," ₱1,020.00 ", ₱2.93 , ₱5.23 , ₱16.38 , ₱37.50 , ₱29.28 , ₱71.00 , ₱937.84 , ₱102.10 ,, ₱78.55 , ₱31.60 ," ₱1,313.00 ", ₱44.70 , ₱117.00 , ₱102.80 , ₱1.69 , ₱20.87 
3/1/2024, ₱691.00 , ₱4.15 ," ₱1,072.00 ", ₱50.20 , ₱10.16 , ₱503.00 , ₱34.80 , ₱37.30 , ₱34.70 , ₱152.60 , ₱122.00 , ₱34.47 ," ₱1,022.00 ", ₱35.50 ,, ₱2.73 , ₱1.18 , ₱10.53 , ₱19.10 , ₱19.72 , ₱3.10 ," ₱1,736.00 ", ₱703.17 , ₱283.20 , ₱271.60 , ₱39.50 , ₱59.29 , ₱1.94 , ₱379.80 , ₱10.08 ,0, ₱13.54 , ₱4.42 , ₱27.50 ," ₱1,020.00 ", ₱2.90 , ₱5.29 , ₱16.86 , ₱37.55 , ₱29.92 , ₱71.00 , ₱934.84 , ₱104.00 ,, ₱79.20 , ₱32.45 ," ₱1,286.00 ", ₱44.60 , ₱118.20 , ₱102.80 , ₱1.71 , ₱21.06 
3/4/2024, ₱687.00 , ₱4.15 ," ₱1,072.00 ", ₱49.55 , ₱10.14 , ₱501.00 , ₱34.90 , ₱37.50 , ₱34.90 , ₱150.61 , ₱120.00 , ₱34.37 ,, ₱36.30 ,, ₱2.75 , ₱1.22 , ₱10.77 , ₱19.30 , ₱19.86 , ₱3.20 ," ₱1,729.00 ", ₱705.66 , ₱300.00 , ₱267.00 , ₱39.85 , ₱61.97 , ₱1.94 , ₱373.00 , ₱10.44 ,0, ₱13.36 , ₱4.47 , ₱28.00 ," ₱1,020.00 ", ₱2.90 , ₱5.40 , ₱17.00 , ₱37.30 , ₱31.28 , ₱70.20 , ₱932.85 , ₱103.50 ,, ₱79.80 , ₱33.20 ," ₱1,285.00 ", ₱44.20 , ₱115.00 , ₱102.50 , ₱1.69 , ₱20.63 
3/5/2024, ₱684.50 , ₱4.07 ," ₱1,086.00 ", ₱49.00 , ₱10.00 , ₱501.00 , ₱33.95 , ₱37.80 , ₱34.70 , ₱150.12 , ₱116.30 , ₱34.17 ," ₱1,022.00 ", ₱36.50 ,, ₱2.75 , ₱1.21 , ₱10.83 , ₱18.98 , ₱19.72 , ₱3.11 ," ₱1,749.00 ", ₱702.17 , ₱295.40 , ₱255.00 , ₱39.40 , ₱60.70 , ₱1.93 , ₱373.00 , ₱10.36 ,0, ₱13.22 , ₱4.38 , ₱27.30 ," ₱1,020.00 ", ₱2.95 , ₱5.31 , ₱16.98 , ₱37.15 , ₱31.28 , ₱70.05 , ₱960.79 , ₱103.00 ,, ₱79.95 , ₱33.15 ," ₱1,281.00 ", ₱44.00 , ₱112.80 , ₱101.10 , ₱1.69 , ₱20.63 
3/6/2024, ₱683.50 , ₱4.04 ," ₱1,072.00 ", ₱49.50 , ₱9.90 , ₱503.00 , ₱33.30 , ₱38.30 , ₱34.15 , ₱151.11 , ₱117.90 , ₱34.13 ," ₱1,021.00 ", ₱34.65 ,, ₱2.75 , ₱1.20 , ₱10.51 , ₱18.88 , ₱19.74 , ₱3.11 ," ₱1,745.00 ", ₱692.21 , ₱292.00 , ₱253.00 , ₱39.65 , ₱61.00 , ₱1.93 , ₱367.00 , ₱9.97 ,0, ₱13.22 , ₱4.37 , ₱27.75 ," ₱1,027.00 ", ₱2.90 , ₱5.24 , ₱16.82 , ₱37.25 , ₱30.41 , ₱69.90 , ₱950.81 , ₱103.80 ,, ₱79.10 , ₱33.20 ," ₱1,290.00 ", ₱43.55 , ₱113.30 , ₱101.10 , ₱1.69 , ₱20.63 
3/7/2024, ₱675.00 , ₱4.08 ," ₱1,072.00 ", ₱49.00 , ₱9.78 , ₱503.00 , ₱32.80 , ₱38.00 , ₱34.00 , ₱151.60 , ₱117.00 , ₱34.17 ," ₱1,021.00 ", ₱33.90 , ₱98.30 , ₱2.74 , ₱1.19 , ₱10.36 , ₱18.76 , ₱19.80 , ₱3.12 ," ₱1,746.00 ", ₱672.79 , ₱300.00 , ₱256.00 , ₱39.80 , ₱58.08 , ₱1.93 , ₱365.20 , ₱9.90 ,0, ₱13.24 , ₱4.30 , ₱27.70 ," ₱1,027.00 ", ₱2.88 , ₱5.18 , ₱16.66 , ₱37.15 , ₱30.55 , ₱69.55 , ₱958.29 , ₱103.30 ,, ₱79.95 , ₱31.90 ," ₱1,278.00 ", ₱43.00 , ₱112.40 , ₱101.10 , ₱1.69 , ₱19.81 
3/8/2024, ₱683.50 , ₱4.08 ," ₱1,079.00 ", ₱49.30 , ₱9.80 , ₱503.00 , ₱33.20 , ₱38.15 , ₱34.30 , ₱155.57 , ₱118.10 , ₱34.03 ," ₱1,021.00 ", ₱35.80 , ₱98.50 , ₱2.75 , ₱1.20 , ₱10.53 , ₱18.38 , ₱19.72 , ₱3.11 ," ₱1,745.00 ", ₱684.25 , ₱309.80 , ₱264.00 , ₱39.80 , ₱59.15 , ₱1.93 , ₱365.00 , ₱9.95 ,0, ₱13.50 , ₱4.19 , ₱27.50 ,, ₱2.91 , ₱5.20 , ₱16.74 , ₱37.00 , ₱30.82 , ₱69.25 , ₱977.25 , ₱103.00 ,, ₱79.65 , ₱32.80 ," ₱1,300.00 ", ₱41.90 , ₱111.60 , ₱102.00 , ₱1.67 , ₱19.28 
3/11/2024, ₱667.00 , ₱4.05 ," ₱1,075.00 ", ₱48.65 , ₱10.30 , ₱503.00 , ₱32.30 , ₱38.15 , ₱34.30 , ₱153.88 , ₱118.00 , ₱34.47 ," ₱1,021.00 ", ₱35.05 , ₱100.80 , ₱2.73 , ₱1.19 , ₱10.53 , ₱18.00 , ₱19.60 , ₱3.09 ," ₱1,750.00 ", ₱682.25 , ₱301.60 , ₱260.00 , ₱39.90 , ₱60.31 , ₱1.94 , ₱362.00 , ₱9.75 ,0, ₱13.58 , ₱4.17 , ₱27.10 ," ₱1,027.00 ", ₱2.83 , ₱5.14 , ₱16.52 , ₱37.65 , ₱31.00 , ₱69.30 , ₱981.24 , ₱103.20 ,, ₱79.65 , ₱31.60 ," ₱1,317.00 ", ₱41.30 , ₱110.90 , ₱102.70 , ₱1.69 , ₱19.03 
3/12/2024, ₱662.50 , ₱3.90 ," ₱1,075.00 ", ₱49.50 , ₱10.22 , ₱501.00 , ₱32.30 , ₱38.35 , ₱34.25 , ₱149.13 , ₱118.10 , ₱34.67 ," ₱1,030.00 ", ₱35.00 , ₱100.80 , ₱2.73 , ₱1.19 , ₱10.53 , ₱17.62 , ₱19.70 , ₱3.08 ," ₱1,760.00 ", ₱695.20 , ₱309.00 , ₱262.00 , ₱40.00 , ₱60.80 , ₱1.94 , ₱362.80 , ₱9.78 ,0, ₱13.56 , ₱4.24 , ₱27.05 ," ₱1,027.00 ", ₱2.75 , ₱5.14 , ₱16.80 , ₱37.35 , ₱31.18 , ₱69.05 , ₱980.74 , ₱101.60 ,, ₱80.00 , ₱31.60 ," ₱1,400.00 ", ₱40.05 , ₱110.90 , ₱103.00 , ₱1.69 , ₱18.26 
3/13/2024, ₱675.50 , ₱3.80 ," ₱1,075.00 ", ₱48.50 , ₱10.40 , ₱501.50 , ₱33.70 , ₱39.30 , ₱34.25 , ₱152.60 , ₱120.00 , ₱35.61 ," ₱1,015.00 ", ₱35.55 , ₱100.80 , ₱2.73 , ₱1.20 , ₱10.77 , ₱17.20 , ₱19.68 , ₱3.05 ," ₱1,760.00 ", ₱702.17 , ₱316.00 , ₱264.20 , ₱40.20 , ₱61.19 , ₱1.94 , ₱365.00 , ₱10.08 ,0, ₱13.56 , ₱4.24 , ₱27.00 ," ₱1,027.00 ", ₱2.80 , ₱5.18 , ₱16.80 , ₱37.25 , ₱31.28 , ₱69.05 , ₱989.72 , ₱101.50 ,, ₱80.00 , ₱32.05 ," ₱1,390.00 ", ₱40.70 , ₱111.60 , ₱103.00 , ₱1.71 , ₱17.39 
3/14/2024, ₱690.00 , ₱3.80 ," ₱1,079.00 ", ₱48.30 , ₱10.60 , ₱500.00 , ₱33.80 , ₱39.20 , ₱34.90 , ₱151.51 , ₱120.10 , ₱35.51 ," ₱1,015.00 ", ₱34.65 , ₱100.80 , ₱2.70 , ₱1.18 , ₱10.40 , ₱16.40 , ₱19.56 , ₱3.03 ," ₱1,763.00 ", ₱696.20 , ₱313.00 , ₱268.00 , ₱40.50 , ₱61.29 , ₱1.93 , ₱364.00 , ₱10.06 ,0, ₱13.40 , ₱4.07 , ₱26.90 ," ₱1,027.00 ", ₱2.77 , ₱5.16 , ₱16.74 , ₱37.45 , ₱30.87 , ₱69.70 , ₱992.71 , ₱101.10 ,, ₱79.90 , ₱32.35 ," ₱1,400.00 ", ₱41.40 , ₱110.30 , ₱101.20 , ₱1.69 , ₱17.39 
3/15/2024, ₱661.50 , ₱3.78 ," ₱1,080.00 ", ₱48.70 , ₱10.02 , ₱495.00 , ₱32.40 , ₱39.30 , ₱34.80 , ₱146.65 , ₱118.40 , ₱35.36 ," ₱1,030.00 ", ₱34.70 ,, ₱2.64 , ₱1.20 , ₱9.93 , ₱16.70 , ₱19.88 , ₱3.04 ," ₱1,710.00 ", ₱682.25 , ₱315.00 , ₱257.40 , ₱38.05 , ₱60.56 , ₱1.91 , ₱355.00 , ₱10.00 ,0, ₱13.50 , ₱4.07 , ₱26.10 ," ₱1,027.00 ", ₱2.84 , ₱5.13 , ₱16.40 , ₱37.10 , ₱30.50 , ₱67.45 , ₱978.74 , ₱105.00 ,, ₱80.00 , ₱31.25 ," ₱1,355.00 ", ₱42.00 , ₱106.80 , ₱102.90 , ₱1.70 , ₱17.45 
3/18/2024, ₱660.00 , ₱3.80 ," ₱1,080.00 ", ₱47.80 , ₱9.90 , ₱502.00 , ₱32.55 , ₱37.50 , ₱35.10 , ₱151.60 , ₱120.50 , ₱35.16 ," ₱1,030.00 ", ₱34.60 ,, ₱2.65 , ₱1.19 , ₱10.30 , ₱16.90 , ₱19.80 , ₱3.04 ," ₱1,730.00 ", ₱679.27 , ₱307.20 , ₱260.00 , ₱38.20 , ₱64.69 , ₱1.92 , ₱355.00 , ₱9.95 ,0, ₱13.40 , ₱4.07 , ₱25.80 ,, ₱2.93 , ₱5.13 , ₱16.80 , ₱37.25 , ₱30.82 , ₱67.80 , ₱977.75 , ₱103.00 ,, ₱80.30 , ₱31.50 ," ₱1,342.00 ", ₱43.20 , ₱104.70 , ₱102.80 , ₱1.72 , ₱17.78 
3/19/2024, ₱652.00 , ₱3.79 ," ₱1,082.00 ", ₱46.10 , ₱9.60 , ₱502.00 , ₱33.00 , ₱37.15 , ₱35.25 , ₱152.10 , ₱122.70 , ₱34.77 ," ₱1,034.00 ", ₱35.00 ,, ₱2.75 , ₱1.18 , ₱10.47 , ₱17.16 , ₱19.78 , ₱3.03 ," ₱1,730.00 ", ₱680.26 , ₱307.00 , ₱268.00 , ₱36.00 , ₱62.55 , ₱1.91 , ₱353.00 , ₱9.86 ,0, ₱13.36 , ₱3.96 , ₱25.50 ,, ₱2.92 , ₱5.13 , ₱16.70 , ₱37.30 , ₱30.82 , ₱68.60 , ₱977.75 , ₱101.40 ,, ₱80.60 , ₱32.35 ," ₱1,370.00 ", ₱43.00 , ₱99.70 , ₱102.80 , ₱1.72 , ₱17.83 
3/20/2024, ₱650.50 , ₱3.80 ," ₱1,080.00 ", ₱46.50 , ₱9.78 ,, ₱31.80 , ₱36.85 , ₱35.00 , ₱152.60 , ₱121.80 , ₱34.92 ," ₱1,034.00 ", ₱35.00 ,, ₱2.81 , ₱1.19 , ₱10.58 , ₱17.42 , ₱19.78 , ₱3.00 ," ₱1,730.00 ", ₱674.29 , ₱314.80 , ₱259.00 , ₱35.30 , ₱62.65 , ₱1.92 , ₱356.00 , ₱10.30 ,0, ₱13.22 , ₱3.86 , ₱25.75 ," ₱1,003.00 ", ₱3.01 , ₱5.03 , ₱16.56 , ₱36.70 , ₱31.00 , ₱68.00 , ₱977.75 , ₱101.50 ,, ₱80.60 , ₱32.80 ," ₱1,345.00 ", ₱43.00 , ₱101.50 , ₱102.80 , ₱1.69 , ₱17.82 
3/21/2024, ₱649.50 , ₱3.85 ," ₱1,080.00 ", ₱47.00 , ₱9.80 , ₱503.00 , ₱32.35 , ₱36.90 , ₱35.95 , ₱153.09 , ₱122.50 , ₱34.97 ," ₱1,034.00 ", ₱35.55 ,, ₱2.83 , ₱1.21 , ₱10.77 , ₱17.96 , ₱19.56 , ₱3.00 ," ₱1,749.00 ", ₱676.28 , ₱344.00 , ₱265.00 , ₱35.55 , ₱63.23 , ₱1.91 , ₱358.80 , ₱10.32 ,0, ₱13.12 , ₱3.93 , ₱26.00 ," ₱1,003.00 ", ₱3.05 , ₱5.18 , ₱16.70 , ₱36.60 , ₱31.46 , ₱67.75 , ₱977.75 , ₱103.50 ,, ₱79.90 , ₱33.15 ," ₱1,369.00 ", ₱43.00 , ₱102.40 , ₱102.80 , ₱1.70 , ₱17.58 
3/22/2024, ₱632.00 , ₱3.80 ," ₱1,051.00 ", ₱47.00 , ₱9.99 , ₱503.00 , ₱31.60 , ₱36.50 , ₱35.60 , ₱152.79 , ₱121.50 , ₱34.97 ," ₱1,040.00 ", ₱35.30 , ₱100.40 , ₱2.70 , ₱1.20 , ₱10.96 , ₱18.60 , ₱19.56 , ₱2.99 ," ₱1,749.00 ", ₱667.31 , ₱318.40 , ₱264.20 , ₱35.70 , ₱64.01 , ₱1.91 , ₱364.00 , ₱10.30 ,0, ₱13.02 , ₱3.98 , ₱25.95 ," ₱1,003.00 ", ₱3.03 , ₱5.21 , ₱16.70 , ₱36.70 , ₱31.68 , ₱67.50 , ₱977.75 , ₱105.00 ,, ₱79.75 , ₱32.60 ," ₱1,338.00 ", ₱43.00 , ₱103.00 , ₱101.40 , ₱1.69 , ₱17.37 
3/25/2024, ₱623.00 , ₱3.80 ," ₱1,055.00 ", ₱47.00 , ₱10.00 , ₱500.00 , ₱31.90 , ₱35.80 , ₱35.50 , ₱151.90 , ₱119.20 , ₱35.26 ," ₱1,040.00 ", ₱36.30 , ₱100.40 , ₱2.81 , ₱1.19 , ₱11.52 , ₱18.50 , ₱19.60 , ₱3.06 ," ₱1,755.00 ", ₱687.23 , ₱317.20 , ₱257.40 , ₱35.45 , ₱63.91 , ₱1.92 , ₱360.20 , ₱10.12 ,0, ₱13.00 , ₱3.96 , ₱25.55 ," ₱1,003.00 ", ₱2.98 , ₱5.12 , ₱16.56 , ₱37.15 , ₱32.18 , ₱67.60 , ₱977.75 , ₱106.00 ,, ₱80.00 , ₱32.20 ," ₱1,330.00 ", ₱43.45 , ₱103.10 , ₱102.50 , ₱1.70 , ₱17.27 
3/26/2024, ₱630.00 , ₱3.85 ," ₱1,056.00 ", ₱47.00 , ₱10.22 , ₱500.00 , ₱32.05 , ₱35.00 , ₱35.50 , ₱149.62 , ₱118.00 , ₱35.76 ," ₱1,025.00 ", ₱36.80 ,, ₱2.79 , ₱1.19 , ₱11.43 , ₱18.90 , ₱19.74 , ₱3.06 ," ₱1,768.00 ", ₱687.23 , ₱324.00 , ₱254.00 , ₱35.95 , ₱63.43 , ₱1.92 , ₱361.00 , ₱10.74 ,0, ₱12.98 , ₱3.93 , ₱25.75 ," ₱1,003.00 ", ₱2.90 , ₱5.10 , ₱16.68 , ₱37.40 , ₱31.73 , ₱67.80 , ₱979.74 , ₱110.00 ,, ₱79.90 , ₱33.00 ," ₱1,375.00 ", ₱44.35 , ₱103.80 , ₱101.40 , ₱1.73 , ₱17.22 
3/27/2024, ₱640.00 , ₱3.85 ," ₱1,056.00 ", ₱46.85 , ₱10.16 , ₱506.00 , ₱32.25 , ₱35.50 , ₱35.20 , ₱153.09 , ₱118.10 , ₱36.10 ," ₱1,025.00 ", ₱40.00 ,, ₱2.79 , ₱1.20 , ₱10.64 , ₱19.00 , ₱19.64 , ₱3.06 ," ₱1,769.00 ", ₱701.18 , ₱318.00 , ₱252.60 , ₱36.40 , ₱63.38 , ₱1.92 , ₱357.00 , ₱10.92 ,0, ₱13.00 , ₱3.93 , ₱26.80 ," ₱1,003.00 ", ₱2.91 , ₱5.06 , ₱16.68 , ₱37.35 , ₱31.64 , ₱68.60 , ₱969.76 , ₱109.90 ,, ₱79.90 , ₱32.70 ," ₱1,370.00 ", ₱45.00 , ₱105.30 , ₱101.40 , ₱1.72 , ₱17.18 
4/1/2024, ₱662.50 , ₱3.86 ," ₱1,056.00 ", ₱47.00 , ₱10.36 , ₱506.00 , ₱33.25 , ₱36.20 , ₱35.15 , ₱157.55 , ₱118.10 , ₱36.60 ," ₱1,021.00 ", ₱38.00 , ₱100.40 , ₱2.85 , ₱1.18 , ₱11.43 , ₱18.60 , ₱20.15 , ₱3.06 ," ₱1,773.00 ", ₱705.66 , ₱320.00 , ₱248.60 , ₱36.70 , ₱64.40 , ₱1.91 , ₱366.00 , ₱10.66 ,0, ₱13.00 , ₱3.85 , ₱26.70 ," ₱1,003.00 ", ₱2.96 , ₱5.04 , ₱16.86 , ₱37.45 , ₱30.37 , ₱69.55 , ₱987.72 , ₱107.70 ,, ₱80.00 , ₱33.00 ," ₱1,371.00 ", ₱45.25 , ₱108.20 , ₱101.40 , ₱1.70 , ₱17.08 
4/2/2024, ₱646.00 , ₱3.84 ,, ₱46.15 , ₱10.24 , ₱506.00 , ₱33.00 , ₱36.45 , ₱34.80 , ₱152.60 , ₱117.00 , ₱37.09 ," ₱1,030.00 ", ₱38.65 , ₱96.00 , ₱2.88 , ₱1.20 , ₱11.80 , ₱18.80 , ₱20.00 , ₱3.05 ," ₱1,773.00 ", ₱712.13 , ₱333.00 , ₱247.20 , ₱35.60 , ₱66.15 , ₱1.89 , ₱358.40 , ₱11.28 ,0, ₱13.00 , ₱3.85 , ₱25.80 ," ₱1,039.00 ", ₱3.00 , ₱5.00 , ₱17.00 , ₱37.55 , ₱30.01 , ₱69.60 , ₱988.72 , ₱103.40 ,, ₱80.00 , ₱33.15 ," ₱1,350.00 ", ₱45.10 , ₱105.90 , ₱100.10 , ₱1.72 , ₱16.91 
4/3/2024, ₱639.00 , ₱3.83 ,, ₱46.00 , ₱10.02 ,, ₱32.35 , ₱36.50 , ₱34.60 , ₱151.51 , ₱115.00 , ₱37.59 ," ₱1,050.00 ", ₱37.95 , ₱99.50 , ₱2.86 , ₱1.20 , ₱11.50 , ₱18.66 , ₱19.98 , ₱3.01 ," ₱1,754.00 ", ₱694.21 , ₱329.20 , ₱242.00 , ₱34.55 , ₱65.91 , ₱1.88 , ₱350.20 , ₱11.22 ,0, ₱12.80 , ₱3.82 , ₱25.00 ," ₱1,036.00 ", ₱3.00 , ₱5.11 , ₱16.88 , ₱37.30 , ₱30.28 , ₱69.60 , ₱978.24 , ₱103.60 ,, ₱81.00 , ₱31.80 ," ₱1,357.00 ", ₱45.05 , ₱106.50 , ₱100.10 , ₱1.72 , ₱16.42 
