Date,AC,ACEN,ACENB,AEV,AGI,ALCPF,ALI,AP,AREIT,BDO,BPI,CBC,CLIA2,CNPF,CPGPB,CREIT,DDMPR,DMC,EMI,FGEN,FILRT,GLO,GTCAP,ICT,JFC,JGS,MBT,MEG,MER,MONDE,MPI,MREIT,NIKL,PGOLD,PRF4E,PX,RCR,RLC,RRHI,SCC,SECB,SM,SMC,SMC2M,SMC2O,SMPH,TEL,UBP,URC,VLL2B,VREIT,WLCON
4/8/2025, ₱560.00 , ₱2.81 ," ₱1,062.00 ", ₱32.70 , ₱6.09 ,0, ₱22.50 , ₱38.10 , ₱38.30 , ₱156.56 , ₱131.50 , ₱90.51 ,0, ₱34.90 ,0, ₱3.11 , ₱1.03 , ₱10.50 , ₱12.82 , ₱16.14 , ₱3.08 ," ₱2,072.00 ", ₱495.00 , ₱348.00 , ₱217.20 , ₱16.14 , ₱70.00 , ₱1.74 , ₱550.00 , ₱6.99 ,0, ₱13.68 , ₱2.08 , ₱25.50 ," ₱1,070.00 ", ₱6.30 , ₱6.10 , ₱11.16 , ₱37.15 , ₱33.65 , ₱69.00 , ₱748.28 , ₱80.00 ,, ₱80.45 , ₱22.50 ," ₱1,279.00 ", ₱33.10 , ₱67.30 ,0, ₱1.87 , ₱6.10 
4/10/2025, ₱580.00 , ₱2.84 ," ₱1,065.00 ", ₱32.15 , ₱6.19 ,0, ₱23.00 , ₱38.45 , ₱39.10 , ₱152.89 , ₱133.00 , ₱91.00 ,0, ₱34.70 ,0, ₱3.16 , ₱1.03 , ₱10.68 , ₱12.80 , ₱16.50 , ₱3.10 ," ₱2,100.00 ", ₱481.00 , ₱340.00 , ₱214.80 , ₱16.46 , ₱72.30 , ₱1.80 , ₱555.00 , ₱7.35 ,0, ₱13.70 , ₱2.28 , ₱27.50 ," ₱1,069.00 ", ₱6.90 , ₱6.20 , ₱11.38 , ₱38.00 , ₱34.40 , ₱69.75 , ₱798.16 , ₱79.00 ,, ₱81.00 , ₱22.50 ," ₱1,269.00 ", ₱32.80 , ₱70.85 ,0, ₱1.87 , ₱6.11 
4/11/2025, ₱575.00 , ₱2.90 ," ₱1,070.00 ", ₱32.55 , ₱6.22 ,0, ₱22.75 , ₱37.85 , ₱38.95 , ₱158.54 , ₱130.00 , ₱91.20 ,0, ₱35.05 ,0, ₱3.17 , ₱1.04 , ₱10.68 , ₱12.68 , ₱16.70 , ₱3.10 ," ₱2,098.00 ", ₱471.00 , ₱340.00 , ₱216.00 , ₱16.28 , ₱73.00 , ₱1.75 , ₱549.00 , ₱7.05 ,0, ₱13.78 , ₱2.27 , ₱28.45 ,, ₱7.07 , ₱6.33 , ₱11.36 , ₱37.90 , ₱34.30 , ₱69.10 , ₱798.16 , ₱79.00 ,, ₱80.65 , ₱22.50 ," ₱1,265.00 ", ₱32.70 , ₱71.90 ,0, ₱1.87 , ₱6.09 
4/14/2025, ₱577.00 , ₱2.90 ," ₱1,051.00 ", ₱32.10 , ₱6.16 ,0, ₱23.80 , ₱37.45 , ₱39.00 , ₱156.36 , ₱131.10 , ₱90.95 ,0, ₱36.80 ,0, ₱3.20 , ₱1.04 , ₱10.66 , ₱12.62 , ₱16.70 , ₱3.15 ," ₱2,090.00 ", ₱465.00 , ₱354.60 , ₱220.20 , ₱16.10 , ₱71.90 , ₱1.81 , ₱560.00 , ₱7.15 ,0, ₱13.50 , ₱2.34 , ₱29.80 ,, ₱6.96 , ₱6.28 , ₱11.46 , ₱38.30 , ₱34.20 , ₱68.80 , ₱813.13 , ₱79.00 ,, ₱80.50 , ₱22.75 ," ₱1,269.00 ", ₱32.65 , ₱71.00 ,0, ₱1.87 , ₱5.99 
4/15/2025, ₱565.00 , ₱2.94 ," ₱1,041.00 ", ₱32.45 , ₱6.17 ,0, ₱23.95 , ₱37.85 , ₱39.45 , ₱158.54 , ₱132.00 , ₱90.26 ,0, ₱36.05 ,0, ₱3.25 , ₱1.04 , ₱10.80 , ₱12.56 , ₱16.68 , ₱3.13 ," ₱2,090.00 ", ₱466.00 , ₱354.00 , ₱230.60 , ₱16.10 , ₱72.40 , ₱1.82 , ₱578.00 , ₱7.02 ,0, ₱13.70 , ₱2.33 , ₱29.70 ,, ₱6.95 , ₱6.35 , ₱11.50 , ₱38.40 , ₱34.20 , ₱68.80 , ₱827.59 , ₱79.00 ,, ₱80.50 , ₱22.65 ," ₱1,284.00 ", ₱33.00 , ₱69.70 ,0, ₱1.87 , ₱5.97 
4/16/2025, ₱573.50 , ₱2.82 ," ₱1,060.00 ", ₱32.00 , ₱6.08 ,0, ₱23.70 , ₱38.40 , ₱39.50 , ₱159.53 , ₱132.00 , ₱88.53 ,0, ₱35.45 ,0, ₱3.28 , ₱1.03 , ₱10.70 , ₱12.52 , ₱16.52 , ₱3.11 ," ₱2,072.00 ", ₱470.00 , ₱340.20 , ₱234.00 , ₱15.86 , ₱71.65 , ₱1.78 , ₱580.00 , ₱7.00 ,0, ₱13.50 , ₱2.35 , ₱29.95 ,, ₱6.93 , ₱6.43 , ₱11.32 , ₱38.50 , ₱33.90 , ₱68.65 , ₱803.15 , ₱79.00 ,, ₱81.00 , ₱22.60 ," ₱1,286.00 ", ₱32.65 , ₱71.00 ,0, ₱1.90 , ₱5.70 
4/21/2025, ₱556.50 , ₱2.82 ," ₱1,050.00 ", ₱32.40 , ₱6.12 ,0, ₱23.95 , ₱38.40 , ₱39.15 , ₱161.71 , ₱135.10 , ₱89.02 ,0, ₱36.00 ,0, ₱3.28 , ₱1.05 , ₱10.70 , ₱12.46 , ₱16.60 , ₱3.13 ," ₱2,022.00 ", ₱470.00 , ₱340.00 , ₱233.80 , ₱16.04 , ₱73.15 , ₱1.77 , ₱568.00 , ₱7.05 ,0, ₱13.70 , ₱2.33 , ₱30.00 ,, ₱7.00 , ₱6.46 , ₱11.40 , ₱38.30 , ₱34.10 , ₱63.80 , ₱808.14 , ₱79.10 ,, ₱81.50 , ₱21.90 ," ₱1,280.00 ", ₱32.80 , ₱69.05 ,0, ₱1.88 , ₱5.68 
4/22/2025, ₱549.00 , ₱2.80 ," ₱1,050.00 ", ₱32.55 , ₱6.16 ,0, ₱24.40 , ₱38.40 , ₱39.40 , ₱161.51 , ₱135.00 , ₱89.02 ,0, ₱36.00 ,0, ₱3.27 , ₱1.06 , ₱10.58 , ₱12.28 , ₱16.52 , ₱3.14 ," ₱2,014.00 ", ₱472.00 , ₱339.00 , ₱226.40 , ₱16.02 , ₱73.00 , ₱1.80 , ₱574.50 , ₱7.09 ,0, ₱13.70 , ₱2.44 , ₱30.00 ,, ₱7.09 , ₱6.50 , ₱11.40 , ₱38.35 , ₱33.50 , ₱63.05 , ₱817.62 , ₱79.00 ,, ₱81.00 , ₱22.00 ," ₱1,280.00 ", ₱33.50 , ₱71.00 ,0, ₱1.88 , ₱5.70 
4/23/2025, ₱560.00 , ₱2.58 ," ₱1,055.00 ", ₱32.65 , ₱6.27 ,0, ₱24.60 , ₱39.15 , ₱39.40 , ₱159.53 , ₱134.00 , ₱88.58 ,0, ₱36.00 ,0, ₱3.18 , ₱1.06 , ₱10.56 , ₱12.44 , ₱16.50 , ₱3.14 ," ₱2,010.00 ", ₱480.00 , ₱353.00 , ₱220.20 , ₱16.20 , ₱73.00 , ₱1.78 , ₱572.00 , ₱7.12 ,0, ₱13.70 , ₱2.54 , ₱31.25 ,, ₱6.64 , ₱6.55 , ₱11.40 , ₱38.15 , ₱33.15 , ₱61.00 , ₱813.13 , ₱79.00 ,, ₱81.20 , ₱22.35 ," ₱1,305.00 ", ₱32.55 , ₱71.50 ,0, ₱1.88 , ₱5.72 
4/24/2025, ₱562.00 , ₱2.67 ," ₱1,055.00 ", ₱32.75 , ₱6.28 ,0, ₱24.70 , ₱39.00 , ₱39.50 , ₱158.54 , ₱133.20 , ₱88.77 ,0, ₱37.00 ,0, ₱3.21 , ₱1.06 , ₱10.56 , ₱12.40 , ₱16.76 , ₱3.14 ," ₱1,965.00 ", ₱485.80 , ₱340.00 , ₱223.20 , ₱17.00 , ₱72.80 , ₱1.80 , ₱560.00 , ₱7.11 ,0, ₱13.72 , ₱2.53 , ₱31.40 ,, ₱6.95 , ₱6.58 , ₱11.70 , ₱39.30 , ₱32.50 , ₱62.00 , ₱823.10 , ₱78.65 ,, ₱81.20 , ₱22.20 ," ₱1,329.00 ", ₱32.45 , ₱75.40 ,0, ₱1.88 , ₱6.05 
4/25/2025, ₱570.00 , ₱2.68 ," ₱1,050.00 ", ₱32.75 , ₱6.29 ,0, ₱25.30 , ₱38.80 , ₱39.40 , ₱159.53 , ₱134.30 , ₱90.51 ,0, ₱39.00 ,0, ₱3.20 , ₱1.06 , ₱10.64 , ₱12.42 , ₱16.68 , ₱3.12 ," ₱1,984.00 ", ₱497.00 , ₱350.00 , ₱225.00 , ₱17.18 , ₱73.00 , ₱1.79 , ₱551.50 , ₱7.45 ,0, ₱13.70 , ₱2.53 , ₱33.40 ,, ₱6.80 , ₱6.59 , ₱11.90 , ₱38.70 , ₱32.55 , ₱63.50 , ₱853.03 , ₱78.65 ,, ₱81.05 , ₱22.80 ," ₱1,326.00 ", ₱32.60 , ₱81.25 ,0, ₱1.88 , ₱6.29 
4/28/2025, ₱588.00 , ₱2.69 ," ₱1,070.00 ", ₱33.25 , ₱6.20 ,0, ₱24.95 , ₱38.50 , ₱39.50 , ₱154.08 , ₱133.30 , ₱88.03 ,0, ₱39.00 ,0, ₱3.20 , ₱1.06 , ₱10.54 , ₱13.00 , ₱16.62 , ₱3.16 ," ₱1,941.00 ", ₱485.00 , ₱360.00 , ₱223.60 , ₱16.76 , ₱72.35 , ₱1.79 , ₱548.00 , ₱7.20 ,0, ₱13.70 , ₱2.50 , ₱33.25 ," ₱1,004.00 ", ₱6.69 , ₱6.48 , ₱12.00 , ₱39.30 , ₱32.80 , ₱63.60 , ₱848.05 , ₱78.60 ,, ₱81.15 , ₱23.20 ," ₱1,305.00 ", ₱32.00 , ₱80.50 ,0, ₱1.89 , ₱6.33 
4/29/2025, ₱575.00 , ₱2.69 ," ₱1,070.00 ", ₱33.30 , ₱6.13 ,0, ₱24.20 , ₱37.85 , ₱39.40 , ₱159.23 , ₱133.00 , ₱88.77 ,0, ₱39.00 ,0, ₱3.20 , ₱1.06 , ₱10.60 , ₱13.00 , ₱16.60 , ₱3.17 ," ₱1,942.00 ", ₱481.00 , ₱350.00 , ₱224.00 , ₱16.92 , ₱72.20 , ₱1.80 , ₱569.00 , ₱7.50 ,0, ₱13.70 , ₱2.51 , ₱31.80 ," ₱1,050.00 ", ₱6.83 , ₱6.50 , ₱11.74 , ₱39.20 , ₱32.85 , ₱66.90 , ₱853.03 , ₱78.50 ,, ₱81.00 , ₱22.90 ," ₱1,291.00 ", ₱32.45 , ₱84.70 ,0, ₱1.89 , ₱6.60 
4/30/2025, ₱599.50 , ₱2.67 ," ₱1,070.00 ", ₱32.50 , ₱6.12 ,0, ₱25.05 , ₱37.30 , ₱39.45 , ₱158.94 , ₱140.00 , ₱90.01 ,0, ₱38.15 ,0, ₱3.21 , ₱1.07 , ₱10.60 , ₱13.06 , ₱16.62 , ₱3.18 ," ₱1,941.00 ", ₱489.60 , ₱340.20 , ₱228.80 , ₱16.96 , ₱76.90 , ₱1.78 , ₱570.00 , ₱7.78 ,0, ₱13.70 , ₱2.55 , ₱31.95 ,, ₱6.68 , ₱6.50 , ₱11.68 , ₱39.25 , ₱34.00 , ₱66.45 , ₱868.00 , ₱78.50 ,, ₱81.15 , ₱24.35 ," ₱1,300.00 ", ₱32.30 , ₱82.75 ,0, ₱1.92 , ₱6.82 
5/2/2025, ₱614.00 , ₱2.63 ," ₱1,070.00 ", ₱33.25 , ₱6.14 ,0, ₱24.70 , ₱36.15 , ₱39.60 , ₱158.54 , ₱142.50 , ₱88.92 ,0, ₱37.95 ,0, ₱3.20 , ₱1.09 , ₱10.70 , ₱13.00 , ₱16.52 , ₱3.18 ," ₱1,930.00 ", ₱490.00 , ₱358.40 , ₱226.60 , ₱17.10 , ₱76.70 , ₱1.80 , ₱565.00 , ₱7.80 ,0, ₱13.68 , ₱2.57 , ₱31.85 ," ₱1,059.00 ", ₱6.42 , ₱6.53 , ₱11.80 , ₱39.70 , ₱33.50 , ₱66.95 , ₱885.96 , ₱78.40 ,, ₱81.00 , ₱24.20 ," ₱1,299.00 ", ₱32.35 , ₱84.00 ,0, ₱1.91 , ₱6.89 
5/5/2025, ₱592.00 , ₱2.70 ," ₱1,070.00 ", ₱33.25 , ₱6.15 ,0, ₱24.45 , ₱35.85 , ₱39.30 , ₱156.96 , ₱141.00 , ₱90.60 ,0, ₱38.90 ,0, ₱3.17 , ₱1.08 , ₱10.62 , ₱13.02 , ₱16.30 , ₱3.17 ," ₱1,942.00 ", ₱495.00 , ₱353.40 , ₱227.40 , ₱17.56 , ₱76.40 , ₱1.79 , ₱557.00 , ₱7.64 ,0, ₱13.66 , ₱2.60 , ₱31.35 ," ₱1,059.00 ", ₱6.17 , ₱6.55 , ₱12.16 , ₱39.25 , ₱33.00 , ₱67.80 , ₱867.50 , ₱78.50 ,, ₱81.05 , ₱24.05 ," ₱1,291.00 ", ₱32.15 , ₱85.65 ,0, ₱1.92 , ₱6.59 
5/6/2025, ₱588.00 , ₱2.67 ," ₱1,060.00 ", ₱33.00 , ₱6.19 ,0, ₱24.30 , ₱36.60 , ₱39.35 , ₱156.06 , ₱140.00 , ₱92.38 ,0, ₱39.00 ,0, ₱3.18 , ₱1.04 , ₱10.58 , ₱13.06 , ₱16.26 , ₱3.19 ," ₱1,995.00 ", ₱493.40 , ₱375.00 , ₱229.00 , ₱17.96 , ₱76.10 , ₱1.80 , ₱568.50 , ₱7.66 ,0, ₱13.58 , ₱2.55 , ₱31.50 ,, ₱6.52 , ₱6.55 , ₱12.20 , ₱40.00 , ₱32.55 , ₱67.00 , ₱877.98 , ₱78.60 ,, ₱81.15 , ₱24.20 ," ₱1,295.00 ", ₱32.15 , ₱86.20 ,0, ₱1.93 , ₱6.50 
5/7/2025, ₱587.00 , ₱2.68 ," ₱1,050.00 ", ₱33.80 , ₱6.32 ,0, ₱24.00 , ₱37.20 , ₱40.00 , ₱163.69 , ₱138.00 , ₱91.00 ,0, ₱39.50 ,0, ₱3.20 , ₱1.06 , ₱10.64 , ₱13.08 , ₱16.22 , ₱3.15 ," ₱2,022.00 ", ₱503.50 , ₱383.00 , ₱235.00 , ₱17.94 , ₱76.20 , ₱1.82 , ₱571.50 , ₱8.04 ,0, ₱13.58 , ₱2.56 , ₱32.10 ,, ₱6.57 , ₱6.44 , ₱12.20 , ₱40.15 , ₱32.65 , ₱68.35 , ₱873.99 , ₱78.55 ,, ₱81.20 , ₱24.15 ," ₱1,298.00 ", ₱32.25 , ₱86.90 ,0, ₱1.93 , ₱6.69 
5/8/2025, ₱570.00 , ₱2.63 ," ₱1,050.00 ", ₱33.40 , ₱6.42 ,0, ₱23.45 , ₱37.20 , ₱40.05 , ₱162.60 , ₱134.50 , ₱92.50 ,0, ₱40.00 ,0, ₱3.20 , ₱1.05 , ₱10.60 , ₱13.18 , ₱16.16 , ₱3.19 ," ₱2,000.00 ", ₱493.00 , ₱385.40 , ₱231.40 , ₱17.40 , ₱76.85 , ₱1.79 , ₱570.00 , ₱7.90 ,0, ₱13.58 , ₱2.55 , ₱33.30 ," ₱1,059.00 ", ₱6.35 , ₱6.49 , ₱12.12 , ₱40.35 , ₱32.60 , ₱70.20 , ₱853.03 , ₱79.00 ,, ₱81.20 , ₱23.55 ," ₱1,278.00 ", ₱32.25 , ₱85.40 ,0, ₱1.93 , ₱6.39 
5/9/2025, ₱588.00 , ₱2.67 ," ₱1,065.00 ", ₱33.90 , ₱6.64 ,0, ₱22.85 , ₱36.50 , ₱40.00 , ₱164.59 , ₱136.80 , ₱90.00 ,0, ₱40.00 ,0, ₱3.20 , ₱1.04 , ₱10.70 , ₱13.04 , ₱16.24 , ₱3.19 ," ₱1,980.00 ", ₱504.00 , ₱385.00 , ₱235.00 , ₱17.94 , ₱78.00 , ₱1.85 , ₱552.00 , ₱8.12 ,0, ₱13.74 , ₱2.55 , ₱33.70 ," ₱1,058.00 ", ₱6.22 , ₱6.58 , ₱12.02 , ₱40.10 , ₱32.70 , ₱70.35 , ₱881.97 , ₱78.95 ,, ₱81.50 , ₱23.85 ," ₱1,292.00 ", ₱32.10 , ₱91.50 ,0, ₱1.92 , ₱6.62 
5/13/2025, ₱608.00 , ₱2.63 ," ₱1,070.00 ", ₱34.00 , ₱6.70 ,0, ₱22.50 , ₱36.90 , ₱39.85 , ₱166.47 , ₱141.00 , ₱86.70 ,0, ₱42.00 ,0, ₱3.20 , ₱1.05 , ₱10.64 , ₱13.10 , ₱16.50 , ₱3.19 ," ₱1,940.00 ", ₱523.00 , ₱407.00 , ₱233.00 , ₱18.50 , ₱80.50 , ₱1.86 , ₱575.00 , ₱7.90 ,0, ₱13.60 , ₱2.57 , ₱32.70 ," ₱1,015.00 ", ₱5.99 , ₱6.60 , ₱12.54 , ₱40.30 , ₱32.70 , ₱71.25 , ₱897.93 , ₱78.60 ,, ₱81.50 , ₱24.20 ," ₱1,266.00 ", ₱34.50 , ₱93.00 ,0, ₱1.94 , ₱6.45 
5/14/2025, ₱595.00 , ₱2.63 ," ₱1,070.00 ", ₱37.25 , ₱6.62 ,0, ₱23.50 , ₱36.30 , ₱40.00 , ₱165.48 , ₱139.80 , ₱85.00 ,0, ₱41.75 ,0, ₱3.23 , ₱1.05 , ₱10.50 , ₱13.20 , ₱16.50 , ₱3.17 ," ₱1,890.00 ", ₱529.00 , ₱411.00 , ₱243.20 , ₱18.38 , ₱79.60 , ₱1.84 , ₱574.00 , ₱7.13 ,0, ₱13.70 , ₱2.54 , ₱32.60 ," ₱1,030.00 ", ₱5.90 , ₱6.56 , ₱12.78 , ₱39.30 , ₱32.00 , ₱69.15 , ₱866.00 , ₱78.75 ,, ₱81.50 , ₱25.20 ," ₱1,272.00 ", ₱34.80 , ₱91.95 ,0, ₱1.90 , ₱6.36 
5/15/2025, ₱585.00 , ₱2.60 ," ₱1,074.00 ", ₱37.00 , ₱6.71 ,0, ₱22.90 , ₱36.30 , ₱39.85 , ₱159.83 , ₱135.00 , ₱82.90 ,0, ₱40.20 ,0, ₱3.19 , ₱1.05 , ₱10.40 , ₱13.26 , ₱16.50 , ₱3.19 ," ₱1,893.00 ", ₱524.00 , ₱407.00 , ₱245.00 , ₱17.62 , ₱78.00 , ₱1.81 , ₱570.00 , ₱7.07 ,0, ₱13.68 , ₱2.52 , ₱31.85 ," ₱1,029.00 ", ₱5.65 , ₱6.60 , ₱13.08 , ₱39.45 , ₱32.50 , ₱66.90 , ₱888.00 , ₱79.00 ,, ₱81.30 , ₱24.10 ," ₱1,264.00 ", ₱34.25 , ₱91.95 ,0, ₱1.89 , ₱6.33 
5/16/2025, ₱560.00 , ₱2.60 ," ₱1,074.00 ", ₱35.85 , ₱6.73 ,0, ₱23.40 , ₱35.50 , ₱39.75 , ₱158.94 , ₱135.90 , ₱83.00 ,0, ₱40.60 ,0, ₱3.23 , ₱1.05 , ₱10.58 , ₱13.52 , ₱16.50 , ₱3.19 ," ₱1,845.00 ", ₱548.00 , ₱410.00 , ₱245.00 , ₱18.00 , ₱77.60 , ₱1.80 , ₱570.00 , ₱7.05 ,0, ₱13.68 , ₱2.54 , ₱31.40 ,, ₱5.93 , ₱6.58 , ₱13.30 , ₱39.45 , ₱32.45 , ₱66.05 , ₱875.00 , ₱82.90 ,, ₱81.75 , ₱24.75 ," ₱1,261.00 ", ₱34.10 , ₱91.00 ,0, ₱1.89 , ₱6.30 
5/19/2025, ₱550.50 , ₱2.55 ," ₱1,055.00 ", ₱35.80 , ₱7.00 ,0, ₱22.90 , ₱36.30 , ₱39.80 , ₱157.80 , ₱135.90 , ₱81.50 ,0, ₱40.00 ,0, ₱3.26 , ₱1.06 , ₱10.50 , ₱13.46 , ₱16.54 , ₱3.20 ," ₱1,821.00 ", ₱543.00 , ₱416.00 , ₱240.00 , ₱20.40 , ₱77.00 , ₱1.82 , ₱559.50 , ₱7.11 ,0, ₱13.70 , ₱2.43 , ₱31.65 ," ₱1,020.00 ", ₱6.02 , ₱6.54 , ₱13.12 , ₱38.90 , ₱32.30 , ₱66.00 , ₱888.00 , ₱82.00 ,, ₱81.20 , ₱24.10 ," ₱1,279.00 ", ₱34.60 , ₱91.00 ,0, ₱1.89 , ₱6.26 
5/20/2025, ₱550.00 , ₱2.51 ," ₱1,074.00 ", ₱35.15 , ₱7.05 ,0, ₱23.00 , ₱35.40 , ₱39.40 , ₱155.10 , ₱131.10 , ₱81.70 ,0, ₱39.65 ,0, ₱3.28 , ₱1.06 , ₱10.40 , ₱13.40 , ₱16.70 , ₱3.20 ," ₱1,800.00 ", ₱535.00 , ₱400.00 , ₱242.00 , ₱20.00 , ₱75.55 , ₱1.80 , ₱555.00 , ₱7.08 ,0, ₱13.70 , ₱2.38 , ₱31.00 ," ₱1,019.00 ", ₱5.98 , ₱6.55 , ₱13.22 , ₱39.30 , ₱31.95 , ₱66.55 , ₱863.00 , ₱80.30 ,, ₱81.20 , ₱23.50 ," ₱1,257.00 ", ₱34.05 , ₱90.00 ,0, ₱1.89 , ₱5.99 
5/21/2025, ₱559.50 , ₱2.52 ," ₱1,074.00 ", ₱34.80 , ₱7.01 ,0, ₱23.00 , ₱35.50 , ₱40.15 , ₱158.00 , ₱136.70 , ₱76.50 ,0, ₱39.75 ,0, ₱3.27 , ₱1.06 , ₱10.68 , ₱13.66 , ₱16.52 , ₱3.20 ," ₱1,798.00 ", ₱545.50 , ₱400.20 , ₱243.00 , ₱19.78 , ₱75.30 , ₱1.82 , ₱557.00 , ₱7.05 ,0, ₱13.88 , ₱2.48 , ₱31.90 ,, ₱6.28 , ₱6.55 , ₱13.18 , ₱39.05 , ₱32.95 , ₱65.00 , ₱880.00 , ₱80.90 ,, ₱81.20 , ₱23.05 ," ₱1,254.00 ", ₱34.00 , ₱86.60 ,0, ₱1.90 , ₱6.00 
5/22/2025, ₱558.00 , ₱2.50 ," ₱1,074.00 ", ₱34.80 , ₱6.87 ,0, ₱22.60 , ₱35.15 , ₱39.95 , ₱158.50 , ₱136.00 , ₱73.00 ,0, ₱40.00 ,0, ₱3.28 , ₱1.06 , ₱10.66 , ₱13.80 , ₱16.42 , ₱3.18 ," ₱1,800.00 ", ₱541.00 , ₱400.00 , ₱239.00 , ₱19.20 , ₱72.95 , ₱1.81 , ₱554.50 , ₱6.94 ,0, ₱13.70 , ₱2.45 , ₱31.55 ," ₱1,010.00 ", ₱6.36 , ₱6.50 , ₱12.86 , ₱39.40 , ₱32.55 , ₱62.00 , ₱865.00 , ₱80.00 ,, ₱81.30 , ₱22.70 ," ₱1,215.00 ", ₱33.95 , ₱83.50 ,0, ₱1.91 , ₱5.91 
5/23/2025, ₱573.00 , ₱2.50 ," ₱1,054.00 ", ₱35.75 , ₱7.03 ,0, ₱23.30 , ₱36.00 , ₱40.20 , ₱163.50 , ₱139.80 , ₱72.50 ,0, ₱40.05 ,0, ₱3.25 , ₱1.07 , ₱10.64 , ₱13.80 , ₱16.46 , ₱3.19 ," ₱1,748.00 ", ₱546.50 , ₱404.00 , ₱242.80 , ₱19.80 , ₱75.20 , ₱1.78 , ₱556.00 , ₱6.72 ,0, ₱13.70 , ₱2.50 , ₱31.25 ," ₱1,010.00 ", ₱6.25 , ₱6.52 , ₱13.00 , ₱37.15 , ₱32.55 , ₱61.60 , ₱879.00 , ₱80.05 ,, ₱81.30 , ₱23.50 ," ₱1,231.00 ", ₱34.10 , ₱84.10 ,0, ₱1.91 , ₱5.78 
5/26/2025, ₱568.00 , ₱2.50 ," ₱1,056.00 ", ₱35.25 , ₱7.40 ,0, ₱23.45 , ₱35.50 , ₱39.80 , ₱162.00 , ₱139.20 , ₱75.40 ,0, ₱40.40 ,0, ₱3.28 , ₱1.06 , ₱10.60 , ₱13.88 , ₱16.64 , ₱3.18 ," ₱1,752.00 ", ₱561.00 , ₱405.60 , ₱241.00 , ₱21.00 , ₱75.00 , ₱1.74 , ₱536.00 , ₱6.68 ,0, ₱13.68 , ₱2.49 , ₱31.10 ," ₱1,009.00 ", ₱6.88 , ₱6.58 , ₱13.18 , ₱37.40 , ₱32.50 , ₱63.50 , ₱859.00 , ₱80.10 ,, ₱81.80 , ₱23.10 ," ₱1,271.00 ", ₱33.20 , ₱86.00 ,0, ₱1.92 , ₱5.92 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
